symbol,ub_symbol,sub.uniport,ub.uniport,ub.type
NEK2,CDC20,P51955,Q12834,E3
CCNA2,CDC20,P20248,Q12834,E3
KMT2A,CDC20,Q03164,Q12834,E3
NEUROD2,CDC20,Q15784,Q12834,E3
REV1,CDC20,Q9UBZ9,Q12834,E3
MAP1LC3A,CDC20,Q9H492,Q12834,E3
PHF8,CDC20,Q9UPP1,Q12834,E3
RASSF1,CDC20,Q9NS23,Q12834,E3
HLA-DRB4,CDC20,P13762,Q12834,E3
CDKN1A,CDC20,P38936,Q12834,E3
SP100,CDC20,P23497,Q12834,E3
TRRAP,CDC20,Q9Y4A5,Q12834,E3
AXIN2,CDC20,Q9Y2T1,Q12834,E3
NFKBIA,CDC34,P25963,P49427,E3
MYBL2,CDC34,P10244,P49427,E3
BTRC,CDC34,Q9Y297,P49427,E3
CREM,CDC34,Q03060,P49427,E3
CDKN1B,CDC34,P46527,P49427,E3
CTNNB1,CDC34,P35222,P49427,E3
WEE1,CDCA3,P30291,Q99618,E3
CDKN1A,CDCA3,P38936,Q99618,E3
AURKA,CDH1,O14965,P12830,E3
WLS,CGRRF1,Q5T9L3,Q99675,E3
EGFR,CGRRF1,P00533,Q99675,E3
HDAC1,CHFR,Q13547,Q96EP1,E3
KIF22,CHFR,Q14807,Q96EP1,E3
CHFR,CHFR,Q96EP1,Q96EP1,E3
PLK1,CHFR,P53350,Q96EP1,E3
PBK,CHFR,Q96KB5,Q96EP1,E3
CHD1L,CHFR,Q86WJ1,Q96EP1,E3
PARP1,CHFR,P09874,Q96EP1,E3
SMARCB1,CHFR,Q12824,Q96EP1,E3
HLTF,CHFR,Q14527,Q96EP1,E3
SMARCA4,CHFR,P51532,Q96EP1,E3
SMARCD1,CHFR,Q96GM5,Q96EP1,E3
AURKA,CHFR,O14965,Q96EP1,E3
BCL2L11,CISH,O43521,Q9NSE2,E3
YAP1,CNOT4,P46937,O95628,E3
RBM15,CNOT4,Q96T37,O95628,E3
CNOT4,CNOT4,O95628,O95628,E3
KDM5C,CNOT4,P41229,O95628,E3
SOX2,COP1,P48431,Q8NHY2,E3
JUN,COP1,P05412,Q8NHY2,E3
ETV5,COP1,P41161,Q8NHY2,E3
ETV4,COP1,P43268,Q8NHY2,E3
MTA1,COP1,Q13330,Q8NHY2,E3
CTNNB1,COP1,P35222,Q8NHY2,E3
TP53,COP1,P04637,Q8NHY2,E3
CCT4,COP1,P50991,Q8NHY2,E3
CDKN1B,COP1,P46527,Q8NHY2,E3
ACACA,COP1,Q13085,Q8NHY2,E3
DCTN6,COP1,O00399,Q8NHY2,E3
STAT3,COP1,P40763,Q8NHY2,E3
FOXO4,COP1,P98177,Q8NHY2,E3
SFN,COP1,P31947,Q8NHY2,E3
SIRT1,COP1,Q96EB6,Q8NHY2,E3
CRTC1,COP1,Q6UUV9,Q8NHY2,E3
ETV1,COP1,P50549,Q8NHY2,E3
NT5E,COP1,P21589,Q8NHY2,E3
MMP1,COP1,P03956,Q8NHY2,E3
COP1,COP1,Q8NHY2,Q8NHY2,E3
ACACB,COP1,O00763,Q8NHY2,E3
CRTC2,COP1,Q53ET0,Q8NHY2,E3
CRBN,CRBN,Q96SW2,Q96SW2,E3
SALL4,CRBN,Q9UJQ4,Q96SW2,E3
IKZF3,CRBN,Q9UKT9,Q96SW2,E3
MAPT,CRBN,P10636,Q96SW2,E3
IKZF1,CRBN,Q13422,Q96SW2,E3
TP63,CRBN,Q9H3D4,Q96SW2,E3
WIPI2,CRL4A,Q9Y4P8,-,E3
LATS2,DCAF1,Q9NRM7,Q9Y4B6,E3
KATNA1,DCAF1,O75449,Q9Y4B6,E3
PPP2R1A,DCAF1,P30153,Q9Y4B6,E3
UNG,DCAF1,P13051,Q9Y4B6,E3
TERT,DCAF1,O14746,Q9Y4B6,E3
MCM10,DCAF1,Q7L590,Q9Y4B6,E3
SAMHD1,DCAF1,Q9Y3Z3,Q9Y4B6,E3
LATS1,DCAF1,O95835,Q9Y4B6,E3
TRIM28,DCAF11,Q13263,Q8TEB1,E3
PB2,DCAF11,P03427,Q8TEB1,E3
NFE2L2,DCAF11,Q16236,Q8TEB1,E3
GEN1,DCAF11,Q17RS7,Q8TEB1,E3
MAGEA3,DCAF12,P43357,Q5T6F0,E3
MAGEA6,DCAF12,P43360,Q5T6F0,E3
PB2,DCAF12L1,P03427,Q5VU92,E3
RBM39,DCAF15,Q14498,Q66K64,E3
SPIN4,DCAF16,Q56A73,Q9NXF7,E3
OPTN,DCAF4,Q96CV9,Q8WV16,E3
ST7,DCAF4,Q9NRC1,Q8WV16,E3
MLF2,DCAF8,Q15773,Q5TAQ9,E3
NR5A2,DDB1,O00482,Q16531,E3
COPS5,DDB1,Q92905,Q16531,E3
TP73,DDB1,O15350,Q16531,E3
CCNK,DDB1,O75909,Q16531,E3
XPC,DDB2,Q01831,Q92466,E3
DDB2,DDB2,Q92466,Q92466,E3
HIST1H2AA,DDB2,Q96QV6,Q92466,E3
H2AC11,DDB2,P0C0S8,Q92466,E3
DTL,DDB2,Q9NZJ0,Q92466,E3
MARCHF5,DDX58,Q9NX47,O95786,E3
MTA1,DET1,Q13330,Q7L5Y6,E3
ACACA,DET1,Q13085,Q7L5Y6,E3
JUN,DET1,P05412,Q7L5Y6,E3
ACACB,DET1,O00763,Q7L5Y6,E3
FOXO1,DET1,Q12778,Q7L5Y6,E3
TP53,DET1,P04637,Q7L5Y6,E3
CRTC2,DET1,Q53ET0,Q7L5Y6,E3
ACACB,DET1#COP1,O00763,Q7L5Y6#Q8NHY2,E3
CRTC2,DET1#COP1,Q53ET0,Q7L5Y6#Q8NHY2,E3
MTA1,DET1#COP1,Q13330,Q7L5Y6#Q8NHY2,E3
ACACA,DET1#COP1,Q13085,Q7L5Y6#Q8NHY2,E3
FOXO1,DET1#COP1,Q12778,Q7L5Y6#Q8NHY2,E3
JUN,DET1#COP1,P05412,Q7L5Y6#Q8NHY2,E3
TP53,DET1#COP1,P04637,Q7L5Y6#Q8NHY2,E3
CDKN1A,DTL,P38936,Q9NZJ0,E3
FBH1,DTL,Q8NFZ0,Q9NZJ0,E3
PDCD4,DTL,Q53EL6,Q9NZJ0,E3
PCNA,DTL,P12004,Q9NZJ0,E3
CDT1,DTL,Q9H211,Q9NZJ0,E3
P,DTL,A4F535,Q9NZJ0,E3
POLD4,DTL,Q9HCU8,Q9NZJ0,E3
KMT5A,DTL,Q9NQR1,Q9NZJ0,E3
TP53,DTL,P04637,Q9NZJ0,E3
CDC6,DTL,Q99741,Q9NZJ0,E3
ERCC5,DTL,P28715,Q9NZJ0,E3
CHEK1,DTL,O14757,Q9NZJ0,E3
CRY1,DTL,Q16526,Q9NZJ0,E3
SDE2,DTL,Q6IQ49,Q9NZJ0,E3
TDG,DTL,Q13569,Q9NZJ0,E3
KAT2A,DTL,Q92830,Q9NZJ0,E3
POLH,DTL,Q9Y253,Q9NZJ0,E3
MAP3K1,DTX1,Q13233,Q86Y01,E3
DTX1,DTX1,Q86Y01,Q86Y01,E3
DTX2,DTX2,Q86UW9,Q86UW9,E3
NOTCH2,DTX3,Q04721,Q8N9I9,E3
XRCC5,DTX3,P13010,Q8N9I9,E3
DTX3,DTX3,Q8N9I9,Q8N9I9,E3
H2BC11,DTX3L,P06899,Q8TDB6,E3
H4C1,DTX3L,P62805,Q8TDB6,E3
HIST1H2BJ,DTX3L,Q13501,Q8TDB6,E3
DTX3L,DTX3L,Q8TDB6,Q8TDB6,E3
TBK1,DTX4,Q9UHD2,Q9Y2E6,E3
TERT,DYRK2,O14746,Q92630,E3
ATXN1,DZIP3,P54253,Q86Y13,E3
H2AC4,DZIP3,P04908,Q86Y13,E3
HIST1H2AB,DZIP3,Q08AJ9,Q86Y13,E3
TP53,E4F1,P04637,Q66K89,E3
TP53,EP300,P04637,Q09472,E3
E2F1,EP300,Q01094,Q09472,E3
SNAI2,EPS8L3,O43623,Q8TE67,E3
ERCC6,ERCC8,P0DP91,Q13216,E3
ERCC6,ERCC8,Q03468,Q13216,E3
HIF1A,F12,Q16665,P00748,E3
NF1,FAF2,P21359,Q96CS3,E3
FANCD2,FANCL,Q9BXW9,Q9NW38,E3
FANCI,FANCL,Q9NVI1,Q9NW38,E3
CTNNB1,FANCL,P35222,Q9NW38,E3
RAD51,FBH1,Q06609,Q8NFZ0,E3
ARF1,FBH1,P84077,Q8NFZ0,E3
CDKN1C,FBXL12,P49918,Q9NXK8,E3
XRCC5,FBXL12,P13010,Q9NXK8,E3
CAMKK2,FBXL12,Q96RR4,Q9NXK8,E3
CAMK1,FBXL12,Q14012,Q9NXK8,E3
ALDH3A1,FBXL12,P30838,Q9NXK8,E3
TWIST1,FBXL14,Q15672,Q8N1E6,E3
CDCP1,FBXL14,Q9H5V8,Q8N1E6,E3
SNAI2,FBXL14,O43623,Q8N1E6,E3
SNAI1,FBXL14,O95863,Q8N1E6,E3
DUSP6,FBXL14,Q16828,Q8N1E6,E3
SMURF2,FBXL15,Q9HAU4,Q9H469,E3
SMURF1,FBXL15,Q9HCE7,Q9H469,E3
WWP2,FBXL15,O00308,Q9H469,E3
BRIP1,FBXL17,Q9BX63,Q9UF56,E3
BACH1,FBXL17,O14867,Q9UF56,E3
SUFU,FBXL17,Q9UMX1,Q9UF56,E3
FBXL7,FBXL18,Q9UJT9,Q96ME1,E3
CDC42,FBXL19,P60953,Q6PCT2,E3
RAC1,FBXL19,P63000,Q6PCT2,E3
IL1RL1,FBXL19,Q01638,Q6PCT2,E3
NKX2-1,FBXL19,P43699,Q6PCT2,E3
RHOA,FBXL19,P61586,Q6PCT2,E3
PIK3R2,FBXL2,O00459,Q9UKC9,E3
NLRP3,FBXL2,Q96P20,Q9UKC9,E3
ITPR3,FBXL2,Q14573,Q9UKC9,E3
AURKB,FBXL2,Q96GD4,Q9UKC9,E3
CCND3,FBXL2,P30281,Q9UKC9,E3
CCND2,FBXL2,P30279,Q9UKC9,E3
FOXM1,FBXL2,Q08050,Q9UKC9,E3
PCYT1A,FBXL2,P49585,Q9UKC9,E3
APP,FBXL2,P05067,Q9UKC9,E3
CRY2,FBXL21P,Q49AN0,Q9UKT6,E3
CRY1,FBXL21P,Q16526,Q9UKT6,E3
FLNC,FBXL22,Q14315,Q6P050,E3
ACTN2,FBXL22,P35609,Q6P050,E3
CRY2,FBXL3,Q49AN0,Q9UKT7,E3
CRY1,FBXL3,Q16526,Q9UKT7,E3
CYR1,FBXL3,P08678,Q9UKT7,E3
KDM4A,FBXL4,O75164,Q9UKA2,E3
IREB2,FBXL5,P48200,Q9UKA1,E3
DCTN1,FBXL5,Q14203,Q9UKA1,E3
SNCA,FBXL5,P37840,Q9UKA1,E3
ABL1,FBXL5,P00519,Q9UKA1,E3
NABP2,FBXL5,Q9BQ15,Q9UKA1,E3
SNAI1,FBXL5,O95863,Q9UKA1,E3
TP53,FBXL6,P04637,Q8N531,E3
SNAI1,FBXL7,O95863,Q9UJT9,E3
BIRC5,FBXL7,O15392,Q9UJT9,E3
AURKA,FBXL7,O14965,Q9UJT9,E3
SRC,FBXL7,P12931,Q9UJT9,E3
BCL2,FBXO10,P10415,Q9UK96,E3
SNAI1,FBXO11,O95863,Q86XK2,E3
DTL,FBXO11,Q9NZJ0,Q86XK2,E3
TP53,FBXO11,P04637,Q86XK2,E3
PRDM1,FBXO11,O75626,Q86XK2,E3
BCL6,FBXO11,P41182,Q86XK2,E3
ABCB1,FBXO15,P08183,Q8NCQ5,E3
CRLS1,FBXO15,Q9UJA2,Q8NCQ5,E3
FBXO18,FBXO18,Q8NFZ0,Q8NFZ0,E3
RAD51,FBXO18,P30153,Q8NFZ0,E3
GRIN1,FBXO2,Q05586,Q9UK22,E3
SIRPA,FBXO2,P78324,Q9UK22,E3
UL9,FBXO2,P10193,Q9UK22,E3
GJB2,FBXO2,P29033,Q9UK22,E3
AHSG,FBXO2,P02765,Q9UK22,E3
NDOR1,FBXO2,Q9UHB4,Q9UK22,E3
ITGB1,FBXO2,P05556,Q9UK22,E3
FBN1,FBXO2,P35555,Q9UK22,E3
STUB1,FBXO2,Q9UNE7,Q9UK22,E3
BACE1,FBXO2,P56817,Q9UK22,E3
NR2F2,FBXO21,P24468,O94952,E3
EID1,FBXO21,Q9Y6B2,O94952,E3
ABCB1,FBXO21,P08183,O94952,E3
BAG3,FBXO22,O95817,Q8NEZ5,E3
MDM2,FBXO22,Q00987,Q8NEZ5,E3
STK11,FBXO22,Q15831,Q8NEZ5,E3
KDM4A,FBXO22,O75164,Q8NEZ5,E3
CDKN1A,FBXO22,P38936,Q8NEZ5,E3
KLF4,FBXO22,O43474,Q8NEZ5,E3
PTEN,FBXO22,P60484,Q8NEZ5,E3
BACH1,FBXO22,O14867,Q8NEZ5,E3
SNAI1,FBXO22,O95863,Q8NEZ5,E3
KDM4B,FBXO22,O94953,Q8NEZ5,E3
PHLPP1,FBXO22,O60346,Q8NEZ5,E3
TP53,FBXO22,P04637,Q8NEZ5,E3
BSG,FBXO22,P35613,Q8NEZ5,E3
NKX2-5,FBXO25,P52952,Q8TCJ0,E3
HAND1,FBXO25,O96004,Q8TCJ0,E3
ISL1,FBXO25,P61371,Q8TCJ0,E3
ELK1,FBXO25,P19419,Q8TCJ0,E3
LAMP2,FBXO27,P13473,Q8NI29,E3
FBXO28,FBXO28,Q9NVF7,Q9NVF7,E3
SMURF1,FBXO3,Q9HCE7,Q9UK99,E3
EP300,FBXO3,Q09472,Q9UK99,E3
FBXL12,FBXO3,Q9NXK8,Q9UK99,E3
HIPK2,FBXO3,Q9H2X6,Q9UK99,E3
RARG,FBXO30,P13631,Q8TB52,E3
CCND1,FBXO31,P24385,Q5XUX0,E3
PARD6A,FBXO31,Q9NPB6,Q5XUX0,E3
CDT1,FBXO31,Q9H211,Q5XUX0,E3
CCND2,FBXO31,P30279,Q5XUX0,E3
MAP2K6,FBXO31,P52564,Q5XUX0,E3
MDM2,FBXO31,Q00987,Q5XUX0,E3
SNAI1,FBXO31,O95863,Q5XUX0,E3
MYOD1,FBXO32,P15172,Q969P5,E3
CABIN1,FBXO32,Q9Y6J0,Q969P5,E3
TNNI3,FBXO32,P19429,Q969P5,E3
DUSP1,FBXO32,P28562,Q969P5,E3
MYOT,FBXO32,Q9UBF9,Q969P5,E3
KLF4,FBXO32,O43474,Q969P5,E3
MYOG,FBXO32,P15173,Q969P5,E3
FOXO1,FBXO32,Q12778,Q969P5,E3
EIF3F,FBXO32,O00303,Q969P5,E3
ATR,FBXO32,Q13535,Q969P5,E3
KCNMB1,FBXO32,Q16558,Q969P5,E3
MYC,FBXO32,P01106,Q969P5,E3
MYBPC3,FBXO32,Q14896,Q969P5,E3
EIF3F,FBXO33,O00303,Q7Z6M2,E3
YBX1,FBXO33,P67809,Q7Z6M2,E3
MYOD1,FBXO34,P15172,Q9NWN3,E3
CCND1,FBXO4,P24385,Q9UKT5,E3
MCL1,FBXO4,Q07820,Q9UKT5,E3
FXR1,FBXO4,P51114,Q9UKT5,E3
TERF1,FBXO4,P54274,Q9UKT5,E3
ICAM1,FBXO4,P05362,Q9UKT5,E3
IRS1,FBXO40,P35568,Q9UH90,E3
TP53,FBXO42,P04637,Q6P3S6,E3
BRCA1,FBXO44,P38398,Q9H4M3,E3
UNC13A,FBXO44,Q9UPW8,Q9H4M3,E3
ZEB1,FBXO45,P37275,P0C2W1,E3
SNAI2,FBXO45,O43623,P0C2W1,E3
ZEB2,FBXO45,O60315,P0C2W1,E3
FBXW7,FBXO45,Q969H0,P0C2W1,E3
TWIST1,FBXO45,Q15672,P0C2W1,E3
PAWR,FBXO45,Q96IZ0,P0C2W1,E3
SNAI1,FBXO45,O95863,P0C2W1,E3
TP73,FBXO45,O15350,P0C2W1,E3
RNASET2,FBXO6,O00584,Q9NRD1,E3
CHEK1,FBXO6,O14757,Q9NRD1,E3
RIOK1,FBXO6,Q9BRS2,Q9NRD1,E3
TFRC,FBXO6,P02786,Q9NRD1,E3
ERO1A,FBXO6,Q96HE7,Q9NRD1,E3
IRF3,FBXO6,Q14653,Q9NRD1,E3
ATRN,FBXO6,O75882,Q9NRD1,E3
BIRC2,FBXO7,Q13490,Q9Y3I1,E3
CRBN,FBXO7,Q96SW2,Q9Y3I1,E3
SPN,FBXO7,P16150,Q9Y3I1,E3
TRAF2,FBXO7,Q12933,Q9Y3I1,E3
DLGAP5,FBXO7,Q15398,Q9Y3I1,E3
MYC,FBXO8,P01106,Q9NRD0,E3
GSTP1,FBXO8,P09211,Q9NRD0,E3
ARF6,FBXO8,P62330,Q9NRD0,E3
NEUROG2,FBXO9,Q9H2A3,Q9UK97,E3
TTI1,FBXO9,O43156,Q9UK97,E3
TELO2,FBXO9,Q9Y4R8,Q9UK97,E3
CBX5,FBXW10,P45973,Q5XX13,E3
BHLHE40,FBXW11,O14503,Q9UKB1,E3
FBXW11,FBXW11,Q9UKB1,Q9UKB1,E3
CDC25B,FBXW11,P30305,Q9UKB1,E3
PLK4,FBXW11,O00444,Q9UKB1,E3
NFKBIA,FBXW11,P25963,Q9UKB1,E3
CHUK,FBXW11,O15111,Q9UKB1,E3
CDC25A,FBXW11,P30304,Q9UKB1,E3
CTNNB1,FBXW11,P35222,Q9UKB1,E3
YAP1,FBXW11,P46937,Q9UKB1,E3
SIPA1L2,FBXW11,Q9P2F8,Q9UKB1,E3
NFKB1,FBXW11,P19838,Q9UKB1,E3
PRLR,FBXW11,P16471,Q9UKB1,E3
IKBKB,FBXW11,O14920,Q9UKB1,E3
IFNAR1,FBXW11,P17181,Q9UKB1,E3
WEE1,FBXW11,P30291,Q9UKB1,E3
PDCD4,FBXW11,Q53EL6,Q9UKB1,E3
PER1,FBXW11,O15534,Q9UKB1,E3
RCAN1,FBXW11,P53805,Q9UKB1,E3
BTRC,FBXW11,Q9Y297,Q9UKB1,E3
CLSPN,FBXW11,Q9HAW4,Q9UKB1,E3
TBC1D4,FBXW11,O60343,Q9UKB1,E3
DDIT4,FBXW11,Q9NX09,Q9UKB1,E3
REST,FBXW11,Q13127,Q9UKB1,E3
DLG1,FBXW11,Q12959,Q9UKB1,E3
FBXO5,FBXW11,Q9UKT4,Q9UKB1,E3
DEPTOR,FBXW11,Q8TB45,Q9UKB1,E3
CEP68,FBXW11,Q76N32,Q9UKB1,E3
PER2,FBXW11,O15055,Q9UKB1,E3
FANCM,FBXW11,Q8IYD8,Q9UKB1,E3
IL22RA1,FBXW12,Q8N6P7,Q6X9E4,E3
CCNE2,FBXW2,O96020,Q9UKT8,E3
GCM1,FBXW2,Q9NP62,Q9UKT8,E3
CCNE1,FBXW2,P24864,Q9UKT8,E3
MSX2,FBXW2,P35548,Q9UKT8,E3
EPS8,FBXW5,Q12929,Q969U6,E3
SASS6,FBXW5,Q6UVJ0,Q969U6,E3
DLEC1,FBXW5,Q9Y238,Q969U6,E3
TSC2,FBXW5,P49815,Q969U6,E3
DLC1,FBXW5,Q96QB1,Q969U6,E3
MCL1,FBXW7,Q07820,Q969H0,E3
CCNE1,FBXW7,P24864,Q969H0,E3
JUNB,FBXW7,P17275,Q969H0,E3
MYC,FBXW7,P01106,Q969H0,E3
PPARGC1A,FBXW7,Q9UBK2,Q969H0,E3
JUN,FBXW7,P05412,Q969H0,E3
CSF3R,FBXW7,Q99062,Q969H0,E3
NOTCH1,FBXW7,P46531,Q969H0,E3
AURKA,FBXW7,O14965,Q969H0,E3
STAT2,FBXW7,P52630,Q969H0,E3
TP53,FBXW7,P04637,Q969H0,E3
ASCC2,FBXW7,Q9H1I8,Q969H0,E3
KLF10,FBXW7,Q13118,Q969H0,E3
KLF13,FBXW7,Q9Y2Y9,Q969H0,E3
SREBF1,FBXW7,P36956,Q969H0,E3
MYB,FBXW7,P10242,Q969H0,E3
CREB3L1,FBXW7,Q96BA8,Q969H0,E3
BIRC2,FBXW7,Q13490,Q969H0,E3
NF1,FBXW7,P21359,Q969H0,E3
NONO,FBXW7,Q15233,Q969H0,E3
NCOA3,FBXW7,Q9Y6Q9,Q969H0,E3
CCDC6,FBXW7,Q16204,Q969H0,E3
CEBPA,FBXW7,P49715,Q969H0,E3
NR3C1,FBXW7,P04150,Q969H0,E3
TOP2A,FBXW7,P11388,Q969H0,E3
SNAI1,FBXW7,O95863,Q969H0,E3
TP63,FBXW7,Q9H3D4,Q969H0,E3
KLF2,FBXW7,Q9Y5W3,Q969H0,E3
SOX9,FBXW7,P48436,Q969H0,E3
ZEB2,FBXW7,O60315,Q969H0,E3
SPI1,FBXW7,P17947,Q969H0,E3
SIK2,FBXW7,Q9H0K1,Q969H0,E3
ENO1,FBXW7,P06733,Q969H0,E3
SHOC2,FBXW7,Q9UQ13,Q969H0,E3
CRY2,FBXW7,Q49AN0,Q969H0,E3
RCAN1,FBXW7,P53805,Q969H0,E3
TGIF1,FBXW7,Q15583,Q969H0,E3
HDAC7,FBXW7,Q8WUI4,Q969H0,E3
CEBPD,FBXW7,P49716,Q969H0,E3
SREBF2,FBXW7,Q12772,Q969H0,E3
CREB3L2,FBXW7,Q70SY1,Q969H0,E3
MED13L,FBXW7,Q71F56,Q969H0,E3
CCNE2,FBXW7,O96020,Q969H0,E3
PTPN11,FBXW7,Q06124,Q969H0,E3
BRAF,FBXW7,P15056,Q969H0,E3
AHSG,FBXW7,P02765,Q969H0,E3
RUNX2,FBXW7,Q13950,Q969H0,E3
NRF1,FBXW7,Q16656,Q969H0,E3
PSEN1,FBXW7,P49768,Q969H0,E3
HIF1A,FBXW7,Q16665,Q969H0,E3
MYCN,FBXW7,P04198,Q969H0,E3
DISC1,FBXW7,Q9NRI5,Q969H0,E3
NFKB2,FBXW7,Q00653,Q969H0,E3
NFE2L1,FBXW7,Q14494,Q969H0,E3
XBP1,FBXW7,P17861,Q969H0,E3
MTOR,FBXW7,P42345,Q969H0,E3
EBNA1BP2,FBXW7,Q99848,Q969H0,E3
KLF5,FBXW7,Q13887,Q969H0,E3
DEK,FBXW7,P35659,Q969H0,E3
AURKB,FBXW7,Q96GD4,Q969H0,E3
MED13,FBXW7,Q9UHV7,Q969H0,E3
HSF1,FBXW7,Q00613,Q969H0,E3
IRS1,FBXW8,P35568,Q8N3Y1,E3
TBC1D3,FBXW8,Q8IZP1,Q8N3Y1,E3
MAP4K1,FBXW8,Q92918,Q8N3Y1,E3
IGFBP2,FBXW8,P18065,Q8N3Y1,E3
GORASP1,FBXW8,Q9BQQ3,Q8N3Y1,E3
CCND1,FBXW8,P24385,Q8N3Y1,E3
PLK1,FZR1,P53350,Q9UM11,E3
E2F3,FZR1,O00716,Q9UM11,E3
LATS2,FZR1,Q9NRM7,Q9UM11,E3
CDC20,FZR1,Q12834,Q9UM11,E3
CCNA2,FZR1,P20248,Q9UM11,E3
BUB1,FZR1,O43683,Q9UM11,E3
SKP2,FZR1,Q13309,Q9UM11,E3
MYF5,FZR1,P13349,Q9UM11,E3
PTTG1,FZR1,O95997,Q9UM11,E3
DTYMK,FZR1,P23919,Q9UM11,E3
ZC3HC1,FZR1,Q86WB0,Q9UM11,E3
TK1,FZR1,P04183,Q9UM11,E3
STIL,FZR1,Q15468,Q9UM11,E3
CCNB1,FZR1,P14635,Q9UM11,E3
ID1,FZR1,P41134,Q9UM11,E3
CDC6,FZR1,Q99741,Q9UM11,E3
BUB1B,FZR1,O60566,Q9UM11,E3
TPX2,FZR1,Q9ULW0,Q9UM11,E3
NEK2,FZR1,P51955,Q9UM11,E3
FOXM1,FZR1,Q08050,Q9UM11,E3
GMNN,FZR1,O75496,Q9UM11,E3
SOX2,FZR1,P48431,Q9UM11,E3
PCLAF,FZR1,Q15004,Q9UM11,E3
OPA1,FZR1,O60313,Q9UM11,E3
CLSPN,FZR1,Q9HAW4,Q9UM11,E3
NUSAP1,FZR1,Q9BXS6,Q9UM11,E3
HECW2,FZR1,Q9P2P5,Q9UM11,E3
TFAM,FZR1,Q00059,Q9UM11,E3
SASS6,FZR1,Q6UVJ0,Q9UM11,E3
SKIL,FZR1,P12757,Q9UM11,E3
CKAP2,FZR1,Q8WWK9,Q9UM11,E3
DCPS,FZR1,Q96C86,Q9UM11,E3
RUNX1,FZR1,Q01196,Q9UM11,E3
MAPK8,FZR1,P45983,Q9UM11,E3
PFKFB3,FZR1,Q16875,Q9UM11,E3
PECAM1,FZR1,P16284,Q9UM11,E3
ANLN,FZR1,Q9NQW6,Q9UM11,E3
E2F1,FZR1,Q01094,Q9UM11,E3
DNMT1,FZR1,P26358,Q9UM11,E3
DNM1L,FZR1,O00429,Q9UM11,E3
TRRAP,FZR1,Q9Y4A5,Q9UM11,E3
NEDD9,FZR1,Q14511,Q9UM11,E3
CDH13,FZR1,P55290,Q9UM11,E3
ID2,FZR1,Q02363,Q9UM11,E3
AURKB,FZR1,Q96GD4,Q9UM11,E3
PAX3,FZR1,P23760,Q9UM11,E3
USP1,FZR1,O94782,Q9UM11,E3
SGOL1,FZR1,Q5FBB7,Q9UM11,E3
CDC25A,FZR1,P30304,Q9UM11,E3
RBBP8,FZR1,Q99708,Q9UM11,E3
MAPK9,FZR1,P45984,Q9UM11,E3
MAPK10,FZR1,P53779,Q9UM11,E3
NDC80,FZR1,O14777,Q9UM11,E3
MFN1,FZR1,Q8IWA4,Q9UM11,E3
AURKA,FZR1,O14965,Q9UM11,E3
KLF4,FZR1,O43474,Q9UM11,E3
MOAP1,FZR1,Q96BY2,Q9UM11,E3
IF,GAN,-,Q9H2C0,E3
TBCB,GAN,Q99426,Q9H2C0,E3
MAP1S,GAN,Q66K74,Q9H2C0,E3
ATG16L1,GAN,Q676U5,Q9H2C0,E3
MAP1B,GAN,P46821,Q9H2C0,E3
SHH,GAN,Q15465,Q9H2C0,E3
GFAP,GAN,P14136,Q9H2C0,E3
RAC1,HACE1,P63000,Q8IYU2,E3
GOLM1,HACE1,Q8NBJ4,Q8IYU2,E3
CCND1,HACE1,P24385,Q8IYU2,E3
RARA,HACE1,P10276,Q8IYU2,E3
RARB,HACE1,P10826,Q8IYU2,E3
OPTN,HACE1,Q96CV9,Q8IYU2,E3
GLI1,HDAC6,P08151,Q9UBN7,E3
CHEK1,HDAC6,O14757,Q9UBN7,E3
PIP5K1C,HECTD1,O60331,Q9ULT8,E3
MACF1,HECTD1,Q9UPN3,Q9ULT8,E3
SNAI1,HECTD1,O95863,Q9ULT8,E3
PIAS1,HECTD2,O75925,Q5U5R9,E3
STX8,HECTD3,Q9UNK0,Q5T447,E3
CASP9,HECTD3,P55211,Q5T447,E3
TRIOBP,HECTD3,Q9H2D6,Q5T447,E3
MALT1,HECTD3,Q9UDY8,Q5T447,E3
CASP8,HECTD3,Q14790,Q5T447,E3
RAF1,HECTD3,P04049,Q5T447,E3
DVL1,HECW1,O14640,Q76N89,E3
TTF1,HECW1,Q15361,Q76N89,E3
SMAD4,HECW1,Q13485,Q76N89,E3
PCNA,HECW2,P12004,Q9P2P5,E3
LMNB1,HECW2,P20700,Q9P2P5,E3
TP73,HECW2,O15350,Q9P2P5,E3
SOX9,HERC1,P48436,Q15751,E3
TSC2,HERC1,P49815,Q15751,E3
RAF1,HERC1,P04049,Q15751,E3
XPA,HERC2,P23025,O95714,E3
NEURL4,HERC2,Q96JN8,O95714,E3
SUMO1,HERC2,P63165,O95714,E3
BRCA1,HERC2,P38398,O95714,E3
USP20,HERC2,Q9Y2K6,O95714,E3
LATS1,HERC4,O95835,Q5GLZ8,E3
CTBP1,HERC5,Q13363,Q9UII4,E3
NME2,HERC5,P22392,Q9UII4,E3
PCNA,HLTF,P12004,Q14527,E3
MUTYH,HUWE1,Q9UIF7,Q7Z6Z7,E3
H2AC21,HUWE1,Q8IUE6,Q7Z6Z7,E3
KDM3A,HUWE1,Q9Y4C1,Q7Z6Z7,E3
TP53,HUWE1,P04637,Q7Z6Z7,E3
